subOG	spc	geneID	chr	start	end	strand	nSsal	nOmyk	synteny	phylogeny	proxiSynteny	proxiPhylogeny	reciprocal
Ens106s25317.24	Ssal	ENSSSAG00000019260	Ssa11	42273645	42274520	-	9	0	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25317.24	Ssal	ENSSSAG00000106407	Ssa11	42247916	42254890	-	9	0	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25317.24	Ssal	ENSSSAG00000113219	Ssa11	42271697	42272401	-	9	0	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25317.24	Ssal	ENSSSAG00000097937	Ssa11	42225979	42228352	-	9	0	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25317.24	Ssal	ENSSSAG00000086111	Ssa11	42263961	42267967	-	9	0	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25327.3	Ssal	ENSSSAG00000101744	Ssa15	92105943	92106622	+	1	0	NA	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25328.3	Ssal	ENSSSAG00000007839	Ssa20	21100554	21104132	+	1	0	NA	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s25335.4	Ssal	ENSSSAG00000111299	Ssa11	109700511	109703030	-	1	1	NA	NA	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	NA
Ens106s25335.4	Omyk	ENSOMYG00000060334	Omy14	32175471	32177564	+	1	1	NA	NA	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s25337.11	Ssal	ENSSSAG00000080152	Ssa01	65957117	65958450	+	1	1	((Omy01,Ssa18),(Omy23,Ssa01))	NA	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	FALSE
Ens106s25337.11	Omyk	ENSOMYG00000045559	Omy23	25736773	25737333	+	1	1	((Omy01,Ssa18),(Omy23,Ssa01))	NA	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	FALSE
Ens106s25338.14	Ssal	ENSSSAG00000003126	Ssa02	24292741	24293768	+	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s25338.14	Omyk	ENSOMYG00000002413	Omy03	13518476	13520026	+	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s25338.14	Omyk	ENSOMYG00000061122	Omy02	22341359	22346286	+	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s25338.14	Ssal	ENSSSAG00000010260	Ssa05	69638006	69639966	-	2	2	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s25346.8	Ssal	ENSSSAG00000009082	Ssa04	68834321	68848311	+	1	1	((Omy10,Ssa04),(Omy12,Ssa13))	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	FALSE
Ens106s25346.8	Omyk	ENSOMYG00000034476	Omy10	19470134	19470725	-	1	1	((Omy10,Ssa04),(Omy12,Ssa13))	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	FALSE
Ens106s25347.2	Omyk	ENSOMYG00000031681	Omy05	37570533	37571444	+	0	1	NA	NA	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	NA
Ens106s25349.13	Ssal	ENSSSAG00000000347	Ssa02	63980448	63999278	-	2	2	((Omy13,Omy17),(Ssa02,Ssa12))	LORe	((Omy13,Ssa02),(Omy17,Ssa12))	LORe	NA
Ens106s25349.13	Ssal	ENSSSAG00000089431	Ssa12	23292425	23303262	+	2	2	((Omy13,Omy17),(Ssa02,Ssa12))	LORe	((Omy13,Ssa02),(Omy17,Ssa12))	LORe	NA
Ens106s25349.13	Omyk	ENSOMYG00000053374	Omy17	20948469	20986774	+	2	2	((Omy13,Omy17),(Ssa02,Ssa12))	LORe	((Omy13,Ssa02),(Omy17,Ssa12))	LORe	NA
Ens106s25349.13	Omyk	ENSOMYG00000011763	Omy13	13304653	13321464	+	2	2	((Omy13,Omy17),(Ssa02,Ssa12))	LORe	((Omy13,Ssa02),(Omy17,Ssa12))	LORe	NA
Ens106s25356.6	Ssal	ENSSSAG00000078499	Ssa07	45477972	45479154	+	1	0	NA	NA	((Omy15,Ssa17),(Omy21,Ssa07))	AORe	NA
Ens106s25359.17	Ssal	ENSSSAG00000104115	Ssa18	83648020	83649454	+	1	0	NA	NA	NA	NA	NA
Ens106s25359.21	Ssal	ENSSSAG00000121624	Ssa18	83661704	83669903	+	1	0	NA	NA	NA	NA	NA
Ens106s25367.9	Ssal	ENSSSAG00000108545	Ssa07	57500442	57565832	-	1	2	((Omy15,Ssa17),(Omy21,Ssa07))	NA	((Omy15,Ssa17),(Omy21,Ssa07))	LORe	NA
Ens106s25367.9	Omyk	ENSOMYG00000052416	Omy15	74027364	74033984	+	1	2	((Omy15,Ssa17),(Omy21,Ssa07))	NA	((Omy15,Ssa17),(Omy21,Ssa07))	LORe	NA
Ens106s25367.9	Omyk	ENSOMYG00000069579	Omy21	5812177	5821598	-	1	2	((Omy15,Ssa17),(Omy21,Ssa07))	NA	((Omy15,Ssa17),(Omy21,Ssa07))	LORe	NA
Ens106s25375.12	Omyk	ENSOMYG00000001846	Omy09	23876314	23886052	+	1	1	((Omy09,Ssa18),(Omy21,Ssa07))	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	FALSE
Ens106s25375.12	Ssal	ENSSSAG00000065377	Ssa18	59927784	59931270	-	1	1	((Omy09,Ssa18),(Omy21,Ssa07))	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	FALSE
Ens106s25388.14	Ssal	ENSSSAG00000101187	Ssa14	40387673	40389010	-	4	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25388.14	Ssal	ENSSSAG00000118161	Ssa14	40328908	40330076	-	4	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25388.14	Ssal	ENSSSAG00000066905	Ssa14	40313763	40314800	-	4	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25388.14	Ssal	ENSSSAG00000103333	Ssa14	40298366	40299460	-	4	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25389.23	Omyk	ENSOMYG00000002357	Omy08	61796869	61797504	+	0	1	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25389.33	Ssal	ENSSSAG00000086164	Ssa14	21068887	21069331	+	2	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25389.33	Ssal	ENSSSAG00000103723	Ssa14	20781325	20782123	+	2	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25390.14	Ssal	ENSSSAG00000115725	Ssa04	59494452	59506902	-	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s25390.14	Omyk	ENSOMYG00000061516	Omy10	28001539	28002801	+	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s25390.14	Omyk	ENSOMYG00000039951	Omy12	37021347	37038767	-	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s25390.14	Ssal	ENSSSAG00000116332	Ssa13	74923948	74943056	+	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s25393.8	Omyk	ENSOMYG00000030150	Omy07	57455687	57461065	+	0	1	NA	NA	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s25395.14	Omyk	ENSOMYG00000028667	Omy09	68182728	68192472	-	2	2	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25395.14	Ssal	ENSSSAG00000061314	Ssa15	97708014	97716399	-	2	2	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25395.14	Ssal	ENSSSAG00000074107	Ssa13	44374787	44388293	-	2	2	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25395.14	Omyk	ENSOMYG00000026144	Omy16	38620405	38634124	+	2	2	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25400.11	Ssal	ENSSSAG00000110591	Ssa11	47768295	47769746	+	2	2	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25400.11	Ssal	ENSSSAG00000095829	Ssa11	47770617	47772151	+	2	2	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25400.11	Omyk	ENSOMYG00000039797	Omy06	82275769	82276380	+	2	2	NA	NA	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s25400.11	Omyk	ENSOMYG00000014527	Omy17	29462797	29464108	+	2	2	NA	NA	((Omy13,Ssa02),(Omy17,Ssa12))	AORe	NA
Ens106s25401.9	Ssal	ENSSSAG00000038993	Ssa13	26569568	26590568	+	1	1	((Omy09,Ssa15),(Omy16,Ssa13))	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	FALSE
Ens106s25401.9	Omyk	ENSOMYG00000006764	Omy16	55375718	55382901	-	1	1	((Omy09,Ssa15),(Omy16,Ssa13))	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	FALSE
Ens106s25402.1	Omyk	ENSOMYG00000048784	Omy10	87795533	87803822	-	0	1	NA	NA	NA	NA	NA
Ens106s25403.11	Omyk	ENSOMYG00000028914	Omy11	48669977	48670183	-	0	2	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s25403.11	Omyk	ENSOMYG00000028855	Omy06	19903309	19903482	-	0	2	((Omy06,Ssa24),(Omy11,Ssa20))	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s25409.2	Ssal	ENSSSAG00000115367	Ssa11	70466292	70467277	+	1	0	NA	NA	((Omy05,Ssa01),(OmyY,Ssa11))	AORe	NA
Ens106s25411.9	Ssal	ENSSSAG00000085553	SsaCAJNNT020001162.1	90824	91681	+	2	3	NA	NA	NA	NA	NA
Ens106s25411.9	Omyk	ENSOMYG00000029488	OmyJAAXML020000263.1	1516002	1519310	+	2	3	NA	NA	NA	NA	NA
Ens106s25411.9	Omyk	ENSOMYG00000026481	OmyJAAXML020000263.1	448188	449902	-	2	3	NA	NA	NA	NA	NA
Ens106s25411.9	Ssal	ENSSSAG00000110767	SsaCAJNNT020003759.1	315819	318516	+	2	3	NA	NA	NA	NA	NA
Ens106s25411.9	Omyk	ENSOMYG00000052493	Omy12	98232841	98234088	+	2	3	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	LORe	NA
Ens106s25413.8	Omyk	ENSOMYG00000034038	Omy01	24916116	24917170	+	0	1	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s25414.15	Ssal	ENSSSAG00000046920	Ssa14	84270936	84274842	+	1	3	NA	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s25414.15	Omyk	ENSOMYG00000060307	Omy32	16827339	16827730	-	1	3	NA	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s25414.15	Omyk	ENSOMYG00000057139	Omy18	59737583	59738202	-	1	3	NA	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s25414.15	Omyk	ENSOMYG00000050742	Omy18	59697158	59697777	-	1	3	NA	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s25416.10	Ssal	ENSSSAG00000059495	Ssa13	104820934	104822672	+	1	1	((Omy05,Ssa01),(Omy12,Ssa13))	NA	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	FALSE
Ens106s25416.10	Omyk	ENSOMYG00000015838	Omy12	9562103	9564220	-	1	1	((Omy05,Ssa01),(Omy12,Ssa13))	NA	((Omy05,Ssa01),(Omy12,Ssa13))	AORe	FALSE
Ens106s25422.6	Omyk	ENSOMYG00000003852	Omy10	63152217	63162564	-	0	1	NA	NA	NA	NA	NA
Ens106s25430.20	Omyk	ENSOMYG00000054093	Omy13	52075323	52075628	+	0	6	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s25430.20	Omyk	ENSOMYG00000072928	Omy13	51790845	51791150	+	0	6	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	LORe	NA
Ens106s25430.20	Omyk	ENSOMYG00000076237	Omy12	84805378	84805683	+	0	6	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s25430.20	Omyk	ENSOMYG00000076951	Omy12	84799352	84799657	+	0	6	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s25430.20	Omyk	ENSOMYG00000052028	Omy13	52079251	52079556	+	0	6	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s25430.20	Omyk	ENSOMYG00000071910	Omy13	52085141	52085446	+	0	6	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s25431.21	Omyk	ENSOMYG00000017263	Omy09	2867385	2869497	+	0	3	NA	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	NA
Ens106s25431.21	Omyk	ENSOMYG00000064338	Omy15	39110856	39115842	-	0	3	NA	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s25431.21	Omyk	ENSOMYG00000074455	OmyY	5641657	5685928	-	0	3	NA	NA	((Omy05,Ssa01),(OmyY,Ssa11))	AORe	NA
Ens106s25435.5	Omyk	ENSOMYG00000068554	Omy31	14026615	14078802	+	1	1	((Omy14,Ssa05),(Omy31,Ssa09))	NA	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	TRUE
Ens106s25435.5	Ssal	ENSSSAG00000081971	Ssa05	15187932	15200283	+	1	1	((Omy14,Ssa05),(Omy31,Ssa09))	NA	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	TRUE
Ens106s25438.18	Omyk	ENSOMYG00000045825	Omy24	26167965	26178494	+	2	2	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s25438.18	Ssal	ENSSSAG00000122223	Ssa09	138997832	139009782	+	2	2	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s25438.18	Ssal	ENSSSAG00000065484	Ssa20	72465655	72474950	+	2	2	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s25438.18	Omyk	ENSOMYG00000041468	Omy27	28924388	28933824	+	2	2	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s25445.16	Ssal	ENSSSAG00000090564	Ssa25	34385203	34390393	+	2	1	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s25445.16	Omyk	ENSOMYG00000014867	Omy03	68174376	68177681	+	2	1	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s25445.16	Ssal	ENSSSAG00000039924	Ssa21	28168991	28188177	-	2	1	((Omy03,Ssa25),(Omy22,Ssa21))	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s25446.11	Ssal	ENSSSAG00000085775	SsaCAJNNT020001078.1	129722	165213	-	1	0	NA	NA	NA	NA	NA
Ens106s25446.13	Omyk	ENSOMYG00000018344	Omy04	22455247	22462032	+	0	1	NA	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s25453.8	Ssal	ENSSSAG00000004314	Ssa14	21422079	21423863	+	2	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25453.8	Ssal	ENSSSAG00000070193	Ssa14	21404394	21406524	+	2	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25457.13	Omyk	ENSOMYG00000050713	Omy09	54308958	54309486	-	1	2	((Omy09,Ssa15),(Omy16,Ssa13))	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25457.13	Omyk	ENSOMYG00000068694	Omy16	51033561	51033991	+	1	2	((Omy09,Ssa15),(Omy16,Ssa13))	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25457.13	Ssal	ENSSSAG00000099624	Ssa13	31425233	31427834	-	1	2	((Omy09,Ssa15),(Omy16,Ssa13))	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	NA
Ens106s25460.24	Ssal	ENSSSAG00000040529	Ssa18	67506873	67507541	+	2	0	NA	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	NA
Ens106s25460.24	Ssal	ENSSSAG00000066459	Ssa18	67220565	67221857	+	2	0	NA	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	NA
Ens106s25460.31	Ssal	ENSSSAG00000066453	Ssa18	67218167	67219246	+	2	0	((Omy09,Ssa18),(Omy21,Ssa07))	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	NA
Ens106s25460.31	Ssal	ENSSSAG00000105047	Ssa07	25897760	25902848	+	2	0	((Omy09,Ssa18),(Omy21,Ssa07))	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	NA
Ens106s25462.9	Ssal	ENSSSAG00000067135	Ssa29	42652235	42669505	+	1	1	((Omy11,Ssa19),(Omy15,Ssa29))	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	FALSE
Ens106s25462.9	Omyk	ENSOMYG00000016532	Omy15	507330	555030	+	1	1	((Omy11,Ssa19),(Omy15,Ssa29))	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	FALSE
Ens106s25465.6	Ssal	ENSSSAG00000073848	Ssa14	60012468	60013386	+	1	0	NA	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s25466.21	Ssal	ENSSSAG00000078151	Ssa29	27693301	27727598	-	2	1	NA	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s25466.21	Omyk	ENSOMYG00000037143	Omy15	13722640	13744772	+	2	1	NA	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s25466.21	Ssal	ENSSSAG00000078146	Ssa29	27695264	27696801	-	2	1	NA	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s25466.31	Ssal	ENSSSAG00000111879	Ssa19	69444032	69446867	+	1	1	((Omy11,Ssa19),(Omy15,Ssa29))	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	FALSE
Ens106s25466.31	Omyk	ENSOMYG00000004019	Omy11	16790878	16792771	-	1	1	((Omy11,Ssa19),(Omy15,Ssa29))	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	FALSE
Ens106s25483.13	Omyk	ENSOMYG00000076453	Omy07	21748987	21749959	+	1	2	((Omy07,Ssa17),(Omy18,Ssa16))	NA	((Omy07,Ssa17),(Omy18,Ssa16))	AORe	NA
Ens106s25483.13	Ssal	ENSSSAG00000078022	Ssa16	66747483	66750913	-	1	2	((Omy07,Ssa17),(Omy18,Ssa16))	NA	((Omy07,Ssa17),(Omy18,Ssa16))	AORe	NA
Ens106s25483.13	Omyk	ENSOMYG00000019403	Omy18	24534301	24535349	+	1	2	((Omy07,Ssa17),(Omy18,Ssa16))	NA	((Omy07,Ssa17),(Omy18,Ssa16))	AORe	NA
Ens106s25486.22	Ssal	ENSSSAG00000070111	Ssa14	20865284	20866474	+	2	1	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25486.22	Ssal	ENSSSAG00000070085	Ssa14	20718144	20719530	+	2	1	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25486.22	Omyk	ENSOMYG00000072552	Omy08	61432253	61433383	+	2	1	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25486.37	Omyk	ENSOMYG00000048258	Omy08	61632619	61642525	+	0	1	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25490.7	Ssal	ENSSSAG00000101938	Ssa12	16036527	16037731	+	1	3	NA	NA	((Omy13,Ssa02),(Omy17,Ssa12))	LORe	NA
Ens106s25490.7	Omyk	ENSOMYG00000049380	Omy17	12706146	12728011	+	1	3	NA	NA	((Omy13,Ssa02),(Omy17,Ssa12))	LORe	NA
Ens106s25490.7	Omyk	ENSOMYG00000059257	Omy17	13759557	13760684	+	1	3	NA	NA	NA	NA	NA
Ens106s25490.7	Omyk	ENSOMYG00000056856	Omy17	13781631	13782758	+	1	3	NA	NA	((Omy13,Ssa02),(Omy17,Ssa12))	LORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000107205	Ssa11	65004033	65006124	-	20	0	NA	NA	((Omy05,Ssa01),(OmyY,Ssa11))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000085001	Ssa06	42116221	42119576	+	20	0	NA	NA	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000096721	Ssa18	37813898	37815304	+	20	0	NA	NA	((Omy01,Ssa18),(Omy23,Ssa01))	cryptic	NA
Ens106s25491.21	Ssal	ENSSSAG00000098762	Ssa01	142956259	142957010	-	20	0	NA	NA	((Omy05,Ssa01),(OmyY,Ssa11))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000103685	Ssa20	51454807	51465739	+	20	0	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000109082	Ssa08	23984088	23986751	-	20	0	NA	NA	NA	NA	NA
Ens106s25491.21	Ssal	ENSSSAG00000097542	Ssa10	88997967	89002988	+	20	0	NA	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000096151	Ssa14	15359861	15371760	+	20	0	NA	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000005556	Ssa21	57848703	57849222	-	20	0	NA	NA	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000087012	Ssa07	39246227	39248893	+	20	0	NA	NA	((Omy15,Ssa17),(Omy21,Ssa07))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000100672	Ssa07	10731119	10736429	+	20	0	NA	NA	((Omy09,Ssa18),(Omy21,Ssa07))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000087132	Ssa12	34619722	34621389	-	20	0	NA	NA	((Omy13,Ssa02),(Omy17,Ssa12))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000099474	Ssa27	15864376	15904025	-	20	0	NA	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000084964	Ssa19	72436528	72447954	+	20	0	NA	NA	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000086033	Ssa13	53357502	53359339	+	20	0	NA	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000111857	Ssa22	18466991	18467402	+	20	0	NA	NA	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000084144	Ssa14	7975832	7988880	-	20	0	NA	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000082993	Ssa05	44530681	44534849	+	20	0	NA	NA	((Omy14,Ssa05),(Omy31,Ssa09))	AORe	NA
Ens106s25491.21	Ssal	ENSSSAG00000082100	SsaCAJNNT020001745.1	44958	46556	+	20	0	NA	NA	NA	NA	NA
Ens106s25491.21	Ssal	ENSSSAG00000108816	SsaCAJNNT020001746.1	51682	53511	-	20	0	NA	NA	NA	NA	NA
Ens106s25502.10	Omyk	ENSOMYG00000046690	OmyY	30825799	30826862	+	1	1	((Omy10,Ssa04),(OmyY,Ssa11))	NA	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	FALSE
Ens106s25502.10	Ssal	ENSSSAG00000067702	Ssa11	91265408	91267571	+	1	1	((Omy10,Ssa04),(OmyY,Ssa11))	NA	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	FALSE
Ens106s25504.2	Ssal	ENSSSAG00000078479	Ssa20	27793319	27793849	-	1	0	NA	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s25505.8	Omyk	ENSOMYG00000027994	Omy28	33807393	33808758	+	1	1	((Omy08,Ssa14),(Omy28,Ssa03))	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	FALSE
Ens106s25505.8	Ssal	ENSSSAG00000005180	Ssa03	11060614	11064696	-	1	1	((Omy08,Ssa14),(Omy28,Ssa03))	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	FALSE
Ens106s25507.2	Omyk	ENSOMYG00000012842	Omy02	28470422	28471206	-	0	1	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s25509.11	Omyk	ENSOMYG00000039992	Omy18	66230712	66232150	+	1	1	((Omy18,Ssa27),(Omy32,Ssa14))	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	FALSE
Ens106s25509.11	Ssal	ENSSSAG00000071515	Ssa27	37649861	37651293	+	1	1	((Omy18,Ssa27),(Omy32,Ssa14))	NA	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	FALSE
Ens106s25510.14	Omyk	ENSOMYG00000005363	Omy19	49164135	49167550	+	1	2	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s25510.14	Omyk	ENSOMYG00000075744	Omy25	14126553	14130415	-	1	2	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s25510.14	Ssal	ENSSSAG00000010998	Ssa09	14995046	14995520	-	1	2	((Omy19,Ssa01),(Omy25,Ssa09))	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s25511.20	Omyk	ENSOMYG00000066480	Omy02	26127390	26128154	-	3	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
Ens106s25511.20	Omyk	ENSOMYG00000055463	Omy06	14410802	14412115	-	3	4	NA	NA	((Omy06,Ssa24),(Omy11,Ssa20))	AORe	NA
Ens106s25511.20	Omyk	ENSOMYG00000046371	Omy02	28607906	28609776	-	3	4	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	AORe	NA
