gene_id	transcript_id(s)	AtlanticSalmon_RNA_Gill_Immature_Female_R1	AtlanticSalmon_RNA_Gill_Immature_Female_R2	AtlanticSalmon_RNA_Gill_Immature_Female_R3	AtlanticSalmon_RNA_Gill_Immature_Male_R1	AtlanticSalmon_RNA_Gill_Immature_Male_R2	AtlanticSalmon_RNA_Gill_Immature_Male_R3	AtlanticSalmon_RNA_Gill_Mature_Female_R1	AtlanticSalmon_RNA_Gill_Mature_Female_R2	AtlanticSalmon_RNA_Gill_Mature_Female_R3	AtlanticSalmon_RNA_Gill_Mature_Male_R1	AtlanticSalmon_RNA_Gill_Mature_Male_R2	AtlanticSalmon_RNA_Gill_Mature_Male_R3
ENSSSAG00000002456	ENSSSAT00000005544	0.05	0.00	0.05	0.05	0.11	0.15	0.10	0.00	0.00	0.00	0.10	0.00
ENSSSAG00000002457	ENSSSAT00000007587,ENSSSAT00000007805,ENSSSAT00000007934,ENSSSAT00000007944,ENSSSAT00000007986,ENSSSAT00000009921	7.39	13.37	8.89	7.29	10.45	5.54	11.80	14.95	12.81	12.18	9.29	18.11
ENSSSAG00000002458	ENSSSAT00000005287,ENSSSAT00000005290,ENSSSAT00000005310	9.52	11.47	11.14	10.29	8.89	9.08	10.46	12.70	13.10	12.64	9.40	11.61
ENSSSAG00000002459	ENSSSAT00000005411,ENSSSAT00000005502,ENSSSAT00000005535,ENSSSAT00000005547,ENSSSAT00000005558,ENSSSAT00000005569,ENSSSAT00000005616,ENSSSAT00000005633,ENSSSAT00000005643,ENSSSAT00000005660	11.60	15.19	14.47	23.56	24.34	14.82	30.87	18.05	35.28	24.23	17.17	12.43
ENSSSAG00000002461	ENSSSAT00000005225,ENSSSAT00000246168	4.90	5.56	5.57	4.90	5.20	5.09	4.78	4.43	6.28	5.49	4.45	4.56
ENSSSAG00000002463	ENSSSAT00000005236,ENSSSAT00000175697,ENSSSAT00000194513,ENSSSAT00000229545	80.43	83.99	92.03	64.98	87.07	68.37	81.08	89.91	65.56	94.23	78.51	124.68
ENSSSAG00000002464	ENSSSAT00000005280,ENSSSAT00000005314	0.14	0.00	0.07	0.38	0.22	0.14	0.00	0.14	0.00	0.14	0.00	0.37
ENSSSAG00000002465	ENSSSAT00000005243,ENSSSAT00000178972,ENSSSAT00000219017	19.51	18.15	17.96	18.72	22.88	16.68	15.78	13.46	15.69	11.83	11.23	5.29
ENSSSAG00000002466	ENSSSAT00000006981,ENSSSAT00000007016,ENSSSAT00000007045,ENSSSAT00000169762,ENSSSAT00000219360,ENSSSAT00000228845	0.13	0.00	0.05	0.17	0.03	0.11	0.29	0.04	0.17	0.30	0.14	0.03
ENSSSAG00000002468	ENSSSAT00000008429,ENSSSAT00000008549,ENSSSAT00000008570,ENSSSAT00000008580,ENSSSAT00000008585,ENSSSAT00000008588,ENSSSAT00000008596,ENSSSAT00000008631,ENSSSAT00000021188,ENSSSAT00000021244	9.74	9.52	11.87	7.74	10.28	8.87	7.93	9.92	8.79	9.50	6.86	9.68
