chromosome	pos_start	pos_end	age	category
1	42955362	42955373	Euteleosteomorpha	exclusive
1	42955336	42955355	Euteleosteomorpha	exclusive
1	42955313	42955327	Teleostei	exclusive
1	42954976	42955070	Teleostei	exclusive
1	42954960	42954977	Teleostei	exclusive
1	44856402	44856497	Protacanthopterygii	exclusive
1	45556827	45556865	Actinopteri	exclusive
1	45556530	45556544	Clupeocephala	exclusive
1	45556429	45556531	Protacanthopterygii	exclusive
1	45635690	45635763	Neopterygii	exclusive
1	46281854	46281868	Protacanthopterygii	exclusive
1	46281641	46281657	Protacanthopterygii	exclusive
1	46343154	46343231	Protacanthopterygii	exclusive
1	46370117	46370181	Teleostei	exclusive
1	48559880	48559891	Clupeocephala	exclusive
1	48559802	48559877	Clupeocephala	exclusive
1	48559789	48559803	Clupeocephala	exclusive
1	48559327	48559401	Protacanthopterygii	exclusive
1	48744887	48744997	Actinopteri	exclusive
1	5447867	5447922	Teleostei	exclusive
1	55106548	55106585	Clupeocephala	exclusive
1	55106607	55106626	Protacanthopterygii	exclusive
1	55432321	55432336	Neopterygii	exclusive
1	55432335	55432405	Neopterygii	exclusive
1	6021139	6021199	Actinopteri	exclusive
1	6870822	6870840	Actinopteri	exclusive
1	77131502	77131577	Protacanthopterygii	exclusive
1	82741486	82741593	Teleostei	exclusive
1	86843801	86843908	Euteleosteomorpha	exclusive
1	87034286	87034325	Euteleosteomorpha	exclusive
1	87145884	87145975	Teleostei	exclusive
10	113463574	113463657	Clupeocephala	exclusive
10	113463656	113463676	Clupeocephala	exclusive
10	118064311	118064347	Euteleosteomorpha	exclusive
10	118639567	118639578	Euteleosteomorpha	exclusive
10	118695673	118695760	Euteleosteomorpha	exclusive
10	118814018	118814095	Protacanthopterygii	exclusive
10	118908934	118908976	Teleostei	exclusive
10	118947044	118947092	Teleostei	exclusive
10	119225388	119225426	Teleostei	exclusive
10	119230111	119230127	Teleostei	exclusive
10	119230126	119230160	Teleostei	exclusive
10	119433421	119433456	Euteleosteomorpha	exclusive
10	14907935	14907959	Actinopteri	exclusive
10	14907856	14907936	Actinopteri	exclusive
10	14907823	14907857	Actinopteri	exclusive
10	19818506	19818553	Actinopteri	exclusive
10	20548694	20548767	Protacanthopterygii	exclusive
10	26280698	26280809	Protacanthopterygii	exclusive
10	32942972	32942991	Neopterygii	exclusive
10	34787961	34788050	Teleostei	exclusive
10	34788049	34788130	Teleostei	exclusive
10	39493844	39493878	Euteleosteomorpha	exclusive
10	39497276	39497289	Protacanthopterygii	exclusive
10	40689489	40689556	Euteleosteomorpha	exclusive
10	40729585	40729653	Teleostei	exclusive
10	40729652	40729663	Teleostei	exclusive
10	40730305	40730367	Teleostei	exclusive
10	40732183	40732236	Euteleosteomorpha	exclusive
10	40746029	40746058	Clupeocephala	exclusive
10	40746065	40746141	Teleostei	exclusive
10	40746140	40746152	Teleostei	exclusive
10	40746202	40746343	Teleostei	exclusive
10	41330609	41330638	Euteleosteomorpha	exclusive
10	41330639	41330654	Euteleosteomorpha	exclusive
10	41541157	41541216	Euteleosteomorpha	exclusive
10	41647343	41647369	Teleostei	exclusive
10	41647368	41647409	Teleostei	exclusive
10	43190042	43190103	Actinopteri	exclusive
10	43367812	43367899	Euteleosteomorpha	exclusive
10	43761462	43761535	Protacanthopterygii	exclusive
10	47146103	47146140	Teleostei	exclusive
10	47146139	47146155	Teleostei	exclusive
10	47146154	47146194	Teleostei	exclusive
10	47274773	47274784	Teleostei	exclusive
10	47274783	47274847	Teleostei	exclusive
10	48755254	48755275	Neopterygii	exclusive
10	50516063	50516079	Euteleosteomorpha	exclusive
10	50516253	50516268	Euteleostomi	exclusive
10	50998086	50998199	Protacanthopterygii	exclusive
10	50998198	50998210	Teleostei	exclusive
10	51548410	51548515	Actinopteri	exclusive
10	51549509	51549527	Teleostei	exclusive
10	51549526	51549543	Teleostei	exclusive
10	52214279	52214346	Clupeocephala	exclusive
10	52214126	52214280	Clupeocephala	exclusive
10	52647121	52647138	Euteleosteomorpha	exclusive
10	52691062	52691106	Teleostei	exclusive
10	52697784	52697847	Clupeocephala	exclusive
10	52791967	52791980	Actinopteri	exclusive
10	52792062	52792092	Actinopteri	exclusive
10	52792091	52792318	Actinopteri	exclusive
10	52792317	52792336	Actinopteri	exclusive
10	53144732	53144752	Teleostei	exclusive
10	53144820	53144921	Neopterygii	exclusive
10	53144920	53144951	Neopterygii	exclusive
10	53584729	53584755	Actinopteri	exclusive
10	53584610	53584730	Actinopteri	exclusive
10	54141399	54141440	Euteleostomi	exclusive
10	54141439	54141577	Euteleostomi	exclusive
10	54142908	54142926	Neopterygii	exclusive
10	54142933	54143043	Neopterygii	exclusive
10	54143042	54143062	Neopterygii	exclusive
10	54143492	54143520	Neopterygii	exclusive
10	54157691	54157717	Neopterygii	exclusive
10	54157716	54157727	Neopterygii	exclusive
10	54157726	54157752	Neopterygii	exclusive
10	54157831	54157866	Neopterygii	exclusive
10	54157906	54157996	Neopterygii	exclusive
10	54157995	54158061	Actinopteri	exclusive
10	54158122	54158251	Actinopteri	exclusive
10	54158250	54158391	Actinopteri	exclusive
10	54158390	54158442	Actinopteri	exclusive
10	54158448	54158624	Actinopteri	exclusive
10	54285280	54285291	Neopterygii	exclusive
10	54285439	54285451	Neopterygii	exclusive
10	54285844	54285857	Neopterygii	exclusive
10	54286008	54286039	Euteleostomi	exclusive
10	54286058	54286096	Euteleostomi	exclusive
10	54286123	54286313	Euteleostomi	exclusive
10	54286312	54286354	Euteleostomi	exclusive
10	54286353	54286390	Euteleostomi	exclusive
10	54286433	54286497	Actinopteri	exclusive
10	54286496	54286523	Actinopteri	exclusive
10	54286522	54286543	Actinopteri	exclusive
10	54286553	54286585	Neopterygii	exclusive
10	54286609	54286626	Teleostei	exclusive
10	54286633	54286650	Teleostei	exclusive
10	54288334	54288354	Actinopteri	exclusive
10	54288353	54288402	Actinopteri	exclusive
10	54288641	54288705	Actinopteri	exclusive
10	54365437	54365772	Euteleostomi	exclusive
10	54365771	54365786	Euteleostomi	exclusive
10	54365785	54365809	Actinopteri	exclusive
10	54365857	54365924	Actinopteri	exclusive
10	54365941	54365972	Actinopteri	exclusive
10	54365977	54365997	Actinopteri	exclusive
10	54365996	54366018	Actinopteri	exclusive
10	54366017	54366038	Teleostei	exclusive
10	54366037	54366047	Euteleosteomorpha	exclusive
10	54749070	54749156	Euteleosteomorpha	exclusive
10	54778197	54778224	Actinopteri	exclusive
10	54778240	54778254	Neopterygii	exclusive
10	54788888	54788927	Teleostei	exclusive
10	57444221	57444234	Teleostei	exclusive
10	60939112	60939150	Neopterygii	exclusive
10	61056048	61056162	Neopterygii	exclusive
10	62842087	62842200	Protacanthopterygii	exclusive
10	62863809	62863827	Euteleosteomorpha	exclusive
10	62863879	62863913	Euteleosteomorpha	exclusive
10	62908061	62908263	Clupeocephala	exclusive
10	62968588	62968738	Protacanthopterygii	exclusive
10	62978777	62978886	Protacanthopterygii	exclusive
10	63027941	63028041	Protacanthopterygii	exclusive
10	63311280	63311295	Euteleosteomorpha	exclusive
10	63311318	63311380	Euteleosteomorpha	exclusive
10	63311379	63311400	Euteleosteomorpha	exclusive
10	63311411	63311551	Teleostei	exclusive
10	63311850	63311876	Teleostei	exclusive
10	63312155	63312189	Teleostei	exclusive
10	63312249	63312321	Teleostei	exclusive
10	63312320	63312352	Teleostei	exclusive
10	63312352	63312367	Teleostei	exclusive
10	63313820	63313911	Teleostei	exclusive
10	63314408	63314492	Teleostei	exclusive
10	63314505	63314557	Teleostei	exclusive
10	63333221	63333345	Protacanthopterygii	exclusive
10	63448406	63448527	Protacanthopterygii	exclusive
10	63448667	63448706	Actinopteri	exclusive
10	63449136	63449217	Teleostei	exclusive
10	63472790	63472865	Protacanthopterygii	exclusive
10	63485059	63485080	Protacanthopterygii	exclusive
10	64019346	64019362	Euteleosteomorpha	exclusive
10	64019259	64019347	Euteleosteomorpha	exclusive
10	64081720	64081781	Euteleosteomorpha	exclusive
10	64081710	64081721	Euteleosteomorpha	exclusive
10	64186991	64187012	Protacanthopterygii	exclusive
10	64186922	64186992	Protacanthopterygii	exclusive
10	64483470	64483490	Teleostei	exclusive
10	64483365	64483377	Teleostei	exclusive
10	64483348	64483366	Teleostei	exclusive
10	64483306	64483349	Teleostei	exclusive
10	64482989	64483040	Actinopteri	exclusive
10	64482885	64482911	Neopterygii	exclusive
10	64482870	64482886	Teleostei	exclusive
10	64530791	64530825	Euteleosteomorpha	exclusive
10	64530748	64530792	Protacanthopterygii	exclusive
10	64531669	64531692	Clupeocephala	exclusive
10	64592281	64592319	Euteleosteomorpha	exclusive
10	64592252	64592282	Protacanthopterygii	exclusive
10	64601103	64601126	Neopterygii	exclusive
10	64600793	64600979	Neopterygii	exclusive
10	64600121	64600137	Teleostei	exclusive
10	64600104	64600122	Teleostei	exclusive
10	64902625	64902643	Teleostei	exclusive
10	64902508	64902560	Teleostei	exclusive
10	64902429	64902444	Teleostei	exclusive
10	64902230	64902311	Neopterygii	exclusive
10	64901787	64901815	Teleostei	exclusive
10	65051971	65051987	Euteleosteomorpha	exclusive
10	65065655	65065699	Euteleosteomorpha	exclusive
10	65065640	65065656	Euteleosteomorpha	exclusive
10	65141335	65141372	Teleostei	exclusive
10	65141259	65141336	Teleostei	exclusive
10	65141192	65141214	Euteleosteomorpha	exclusive
10	65140919	65140938	Teleostei	exclusive
10	65140741	65140759	Actinopteri	exclusive
10	65140726	65140742	Actinopteri	exclusive
10	65250006	65250063	Clupeocephala	exclusive
10	65268592	65268661	Clupeocephala	exclusive
10	65269383	65269460	Actinopteri	exclusive
10	65282805	65282838	Teleostei	exclusive
10	65309128	65309172	Neopterygii	exclusive
10	65727561	65727649	Protacanthopterygii	exclusive
10	65866892	65867009	Euteleosteomorpha	exclusive
10	65867028	65867079	Euteleosteomorpha	exclusive
10	65867267	65867328	Euteleosteomorpha	exclusive
10	65894523	65894621	Euteleosteomorpha	exclusive
10	65894759	65894857	Euteleosteomorpha	exclusive
10	65894856	65895003	Euteleosteomorpha	exclusive
10	65989148	65989238	Euteleosteomorpha	exclusive
10	65989247	65989296	Euteleosteomorpha	exclusive
10	65989295	65989336	Teleostei	exclusive
10	66310820	66310863	Protacanthopterygii	exclusive
10	66310862	66310932	Protacanthopterygii	exclusive
10	66311529	66311540	Teleostei	exclusive
10	66311540	66311586	Teleostei	exclusive
10	66381465	66381479	Teleostei	exclusive
10	66381478	66381518	Teleostei	exclusive
10	66424742	66424814	Euteleosteomorpha	exclusive
10	66476024	66476046	Clupeocephala	exclusive
10	66476045	66476135	Clupeocephala	exclusive
10	66476151	66476198	Clupeocephala	exclusive
10	66477768	66477792	Euteleosteomorpha	exclusive
10	66477839	66477984	Euteleosteomorpha	exclusive
10	66478078	66478113	Euteleosteomorpha	exclusive
10	67097717	67097789	Euteleosteomorpha	exclusive
10	67097419	67097513	Euteleosteomorpha	exclusive
10	67097376	67097420	Euteleosteomorpha	exclusive
10	68848052	68848140	Teleostei	exclusive
10	69692391	69692423	Teleostei	exclusive
10	69692323	69692356	Teleostei	exclusive
10	69692292	69692324	Teleostei	exclusive
10	69692276	69692293	Teleostei	exclusive
10	69692131	69692145	Clupeocephala	exclusive
10	70006836	70006920	Neopterygii	exclusive
10	70418329	70418356	Neopterygii	exclusive
10	70620444	70620484	Teleostei	exclusive
10	70638421	70638436	Neopterygii	exclusive
10	70638379	70638422	Neopterygii	exclusive
10	70638262	70638380	Neopterygii	exclusive
10	70638182	70638263	Neopterygii	exclusive
10	70638157	70638179	Teleostei	exclusive
10	70897713	70897743	Actinopteri	exclusive
10	70911099	70911117	Protacanthopterygii	exclusive
10	70911014	70911076	Protacanthopterygii	exclusive
10	71296261	71296345	Protacanthopterygii	exclusive
10	71309313	71309329	Protacanthopterygii	exclusive
10	71309123	71309207	Protacanthopterygii	exclusive
10	71311025	71311070	Teleostei	exclusive
10	72043573	72043682	Protacanthopterygii	exclusive
10	75442569	75442700	Teleostei	exclusive
10	77977549	77977583	Euteleostomi	exclusive
10	78814039	78814100	Teleostei	exclusive
10	7933331	7933344	Teleostei	exclusive
10	7933343	7933425	Teleostei	exclusive
10	80800634	80800664	Neopterygii	exclusive
10	82499887	82499917	Actinopteri	exclusive
10	86041489	86041515	Teleostei	exclusive
10	92433064	92433084	Teleostei	exclusive
10	92623662	92623710	Teleostei	exclusive
10	92623645	92623663	Teleostei	exclusive
10	92624375	92624401	Euteleosteomorpha	exclusive
11	102792946	102792967	Euteleosteomorpha	exclusive
11	104206286	104206319	Neopterygii	exclusive
11	104741610	104741690	Euteleosteomorpha	exclusive
11	109119080	109119155	Euteleosteomorpha	exclusive
11	109119172	109119277	Euteleosteomorpha	exclusive
11	14925049	14925185	Protacanthopterygii	exclusive
11	1634482	1634567	Teleostei	exclusive
11	24308481	24308584	Protacanthopterygii	exclusive
11	37937500	37937627	Euteleosteomorpha	exclusive
11	39730437	39730462	Actinopteri	exclusive
11	4589349	4589369	Euteleosteomorpha	exclusive
11	5514958	5514979	Teleostei	exclusive
11	64482579	64482593	Teleostei	exclusive
11	64482604	64482619	Teleostei	exclusive
11	73102926	73102951	Euteleosteomorpha	exclusive
11	99708034	99708088	Protacanthopterygii	exclusive
12	40411447	40411522	Clupeocephala	exclusive
12	43060180	43060337	Protacanthopterygii	exclusive
12	45307789	45307843	Teleostei	exclusive
12	47260003	47260018	Teleostei	exclusive
12	47260029	47260063	Neopterygii	exclusive
12	62253453	62253509	Teleostei	exclusive
12	62253777	62253801	Teleostei	exclusive
12	62253800	62253824	Teleostei	exclusive
12	62551010	62551066	Teleostei	exclusive
12	71926366	71926416	Euteleosteomorpha	exclusive
12	74573650	74573676	Euteleosteomorpha	exclusive
12	77484366	77484474	Euteleosteomorpha	exclusive
12	92294482	92294629	Teleostei	exclusive
12	95063680	95063739	Teleostei	exclusive
13	104046912	104046925	Clupeocephala	exclusive
13	104348343	104348420	Actinopteri	exclusive
13	105016947	105017013	Teleostei	exclusive
13	105055360	105055378	Teleostei	exclusive
13	105509720	105509759	Protacanthopterygii	exclusive
13	106128529	106128543	Teleostei	exclusive
13	110205847	110205864	Teleostei	exclusive
13	110205666	110205832	Teleostei	exclusive
13	112286852	112286893	Clupeocephala	exclusive
13	112715932	112715956	Clupeocephala	exclusive
13	112842840	112842894	Actinopteri	exclusive
13	112915005	112915057	Teleostei	exclusive
13	112914832	112914844	Teleostei	exclusive
13	113706696	113706805	Protacanthopterygii	exclusive
13	14524990	14525059	Teleostei	exclusive
13	14761452	14761568	Clupeocephala	exclusive
13	14840709	14840741	Teleostei	exclusive
13	15216558	15216572	Neopterygii	exclusive
13	15216571	15216640	Neopterygii	exclusive
13	15844882	15844916	Euteleosteomorpha	exclusive
13	15844915	15844975	Euteleosteomorpha	exclusive
13	15845308	15845324	Euteleosteomorpha	exclusive
13	15845697	15845776	Euteleosteomorpha	exclusive
13	16132025	16132090	Euteleosteomorpha	exclusive
13	16295313	16295401	Actinopteri	exclusive
13	16673313	16673324	Teleostei	exclusive
13	17125439	17125459	Teleostei	exclusive
13	17326425	17326566	Protacanthopterygii	exclusive
13	17355224	17355317	Neopterygii	exclusive
13	17355329	17355343	Neopterygii	exclusive
13	17368892	17368910	Neopterygii	exclusive
13	17368942	17368970	Neopterygii	exclusive
13	17662036	17662094	Teleostei	exclusive
13	17860118	17860181	Euteleosteomorpha	exclusive
13	17860180	17860204	Euteleosteomorpha	exclusive
13	18064521	18064601	Actinopteri	exclusive
13	18066478	18066540	Actinopteri	exclusive
13	18439695	18439794	Protacanthopterygii	exclusive
13	18972012	18972031	Actinopteri	exclusive
13	18972030	18972099	Actinopteri	exclusive
13	18972271	18972318	Teleostei	exclusive
13	19148083	19148129	Euteleosteomorpha	exclusive
13	19148128	19148161	Euteleosteomorpha	exclusive
13	19148197	19148220	Euteleosteomorpha	exclusive
13	19148219	19148261	Euteleosteomorpha	exclusive
13	19648693	19648731	Protacanthopterygii	exclusive
13	21481497	21481545	Clupeocephala	exclusive
13	3802450	3802460	Clupeocephala	exclusive
13	3802439	3802450	Teleostei	exclusive
13	3802005	3802059	Neopterygii	exclusive
13	3801916	3801929	Neopterygii	exclusive
13	42906934	42906979	Teleostei	exclusive
13	42909846	42909892	Clupeocephala	exclusive
13	43678269	43678323	Euteleosteomorpha	exclusive
13	51547017	51547047	Teleostei	exclusive
13	51864495	51864524	Euteleosteomorpha	exclusive
13	52135613	52135642	Clupeocephala	exclusive
13	52188168	52188199	Teleostei	exclusive
13	60430347	60430429	Teleostei	exclusive
13	66501341	66501426	Protacanthopterygii	exclusive
13	70415571	70415626	Actinopteri	exclusive
13	70878209	70878236	Neopterygii	exclusive
13	70878173	70878210	Neopterygii	exclusive
13	72182043	72182054	Clupeocephala	exclusive
13	77371503	77371635	Protacanthopterygii	exclusive
13	80825032	80825051	Clupeocephala	exclusive
13	8091663	8091679	Teleostei	exclusive
13	8203455	8203477	Teleostei	exclusive
13	8203550	8203580	Teleostei	exclusive
13	95239682	95239712	Euteleostomi	exclusive
14	1051890	1051903	Neopterygii	exclusive
14	1051902	1051925	Neopterygii	exclusive
14	1217048	1217122	Protacanthopterygii	exclusive
14	1217173	1217203	Teleostei	exclusive
14	1412753	1412817	Protacanthopterygii	exclusive
14	1445528	1445550	Protacanthopterygii	exclusive
14	1445549	1445677	Protacanthopterygii	exclusive
14	1446760	1446828	Protacanthopterygii	exclusive
14	1451639	1451717	Teleostei	exclusive
14	1451716	1451757	Protacanthopterygii	exclusive
14	1452580	1452702	Protacanthopterygii	exclusive
14	1452810	1452899	Protacanthopterygii	exclusive
14	1486836	1486900	Protacanthopterygii	exclusive
14	1534618	1534640	Euteleosteomorpha	exclusive
14	1534639	1534731	Protacanthopterygii	exclusive
14	22957069	22957143	Protacanthopterygii	exclusive
14	24803956	24804027	Protacanthopterygii	exclusive
14	26719291	26719304	Euteleosteomorpha	exclusive
14	26719258	26719291	Euteleosteomorpha	exclusive
14	30414373	30414388	Actinopteri	exclusive
14	30414200	30414343	Euteleostomi	exclusive
14	30414139	30414178	Euteleostomi	exclusive
14	30414102	30414140	Euteleostomi	exclusive
14	30414089	30414103	Euteleostomi	exclusive
14	32501367	32501390	Actinopteri	exclusive
14	32501260	32501288	Euteleostomi	exclusive
14	3589113	3589139	Euteleosteomorpha	exclusive
14	40766846	40766892	Clupeocephala	exclusive
14	4154066	4154129	Euteleosteomorpha	exclusive
14	4159875	4159902	Neopterygii	exclusive
14	4159901	4159943	Neopterygii	exclusive
14	4165943	4165965	Teleostei	exclusive
14	4204828	4204907	Protacanthopterygii	exclusive
14	4209932	4210028	Euteleosteomorpha	exclusive
14	4231621	4231660	Euteleosteomorpha	exclusive
14	4231663	4231731	Teleostei	exclusive
14	4236810	4236833	Clupeocephala	exclusive
14	4236832	4236960	Protacanthopterygii	exclusive
14	4238284	4238357	Protacanthopterygii	exclusive
14	4242853	4242937	Euteleosteomorpha	exclusive
14	4243084	4243118	Euteleosteomorpha	exclusive
14	4254292	4254372	Protacanthopterygii	exclusive
14	44806986	44807021	Teleostei	exclusive
14	45486457	45486555	Euteleosteomorpha	exclusive
14	45648984	45649076	Euteleosteomorpha	exclusive
14	45700145	45700173	Euteleosteomorpha	exclusive
14	45700102	45700145	Euteleosteomorpha	exclusive
14	45700042	45700080	Euteleosteomorpha	exclusive
14	45725641	45725663	Teleostei	exclusive
14	45736917	45736976	Euteleosteomorpha	exclusive
14	45736892	45736911	Euteleosteomorpha	exclusive
14	45736879	45736893	Euteleosteomorpha	exclusive
14	45736498	45736574	Euteleosteomorpha	exclusive
14	45750609	45750726	Teleostei	exclusive
14	45758332	45758467	Neopterygii	exclusive
14	45760449	45760549	Protacanthopterygii	exclusive
14	45765989	45766029	Euteleosteomorpha	exclusive
14	45806689	45806764	Protacanthopterygii	exclusive
14	45814927	45815025	Neopterygii	exclusive
14	45816164	45816177	Euteleosteomorpha	exclusive
14	45828385	45828438	Teleostei	exclusive
14	45828367	45828386	Teleostei	exclusive
14	45849287	45849297	Euteleosteomorpha	exclusive
14	45862524	45862546	Euteleosteomorpha	exclusive
14	45862304	45862361	Euteleosteomorpha	exclusive
14	45999861	45999874	Euteleosteomorpha	exclusive
14	45999836	45999848	Teleostei	exclusive
14	46120450	46120517	Euteleosteomorpha	exclusive
14	46181248	46181259	Euteleosteomorpha	exclusive
14	46181225	46181249	Actinopteri	exclusive
14	4652960	4652975	Teleostei	exclusive
14	4652974	4653036	Actinopteri	exclusive
14	48143740	48143810	Teleostei	exclusive
14	53813118	53813134	Actinopteri	exclusive
14	56004026	56004043	Euteleosteomorpha	exclusive
14	56003979	56004000	Euteleosteomorpha	exclusive
14	62147074	62147090	Euteleostomi	exclusive
14	6775439	6775501	Euteleosteomorpha	exclusive
14	6775421	6775440	Euteleosteomorpha	exclusive
14	6787647	6787703	Clupeocephala	exclusive
14	73613555	73613717	Protacanthopterygii	exclusive
14	78699067	78699173	Protacanthopterygii	exclusive
14	78699172	78699216	Euteleosteomorpha	exclusive
14	79131263	79131296	Euteleosteomorpha	exclusive
14	81250673	81250685	Protacanthopterygii	exclusive
14	81254292	81254401	Protacanthopterygii	exclusive
14	81254135	81254247	Protacanthopterygii	exclusive
14	818982	819006	Protacanthopterygii	exclusive
15	105727695	105727756	Neopterygii	exclusive
15	107161240	107161324	Teleostei	exclusive
15	110045342	110045410	Euteleosteomorpha	exclusive
15	11139679	11139743	Actinopteri	exclusive
15	11139648	11139680	Teleostei	exclusive
15	11575809	11575859	Neopterygii	exclusive
15	11575765	11575790	Neopterygii	exclusive
15	12133687	12133712	Neopterygii	exclusive
15	12133671	12133688	Neopterygii	exclusive
15	12133586	12133613	Neopterygii	exclusive
15	12133385	12133416	Euteleostomi	exclusive
15	218283	218350	Euteleosteomorpha	exclusive
15	218929	219009	Teleostei	exclusive
15	2232132	2232186	Protacanthopterygii	exclusive
15	22385737	22385782	Clupeocephala	exclusive
15	2514308	2514319	Teleostei	exclusive
15	25148110	25148209	Protacanthopterygii	exclusive
15	25147617	25147645	Teleostei	exclusive
15	25641524	25641584	Teleostei	exclusive
15	29422210	29422266	Neopterygii	exclusive
15	29636647	29636710	Euteleosteomorpha	exclusive
15	29834644	29834713	Clupeocephala	exclusive
15	29946059	29946101	Euteleosteomorpha	exclusive
15	29945983	29946000	Euteleosteomorpha	exclusive
15	31525891	31525926	Teleostei	exclusive
15	43971734	43971745	Clupeocephala	exclusive
15	43971829	43971855	Clupeocephala	exclusive
15	44011852	44011899	Neopterygii	exclusive
15	44018134	44018279	Protacanthopterygii	exclusive
15	45372010	45372131	Protacanthopterygii	exclusive
15	45372185	45372380	Protacanthopterygii	exclusive
15	45463107	45463251	Protacanthopterygii	exclusive
15	45463272	45463359	Protacanthopterygii	exclusive
15	46379031	46379112	Protacanthopterygii	exclusive
15	48769378	48769513	Protacanthopterygii	exclusive
15	5074632	5074655	Clupeocephala	exclusive
15	57393948	57393984	Neopterygii	exclusive
15	57393882	57393903	Neopterygii	exclusive
15	59555702	59555737	Clupeocephala	exclusive
15	66146123	66146138	Euteleosteomorpha	exclusive
15	70324114	70324255	Protacanthopterygii	exclusive
15	70441879	70442130	Euteleostomi	exclusive
15	70442382	70442412	Actinopteri	exclusive
15	70442418	70442523	Actinopteri	exclusive
15	70442839	70442919	Actinopteri	exclusive
15	70442962	70443136	Actinopteri	exclusive
15	70443135	70443154	Euteleostomi	exclusive
15	70443153	70443213	Euteleostomi	exclusive
15	70481966	70482008	Euteleostomi	exclusive
15	70551865	70551891	Clupeocephala	exclusive
15	70862344	70862355	Teleostei	exclusive
15	70862355	70862385	Teleostei	exclusive
15	70862384	70862550	Teleostei	exclusive
15	70871483	70871540	Teleostei	exclusive
15	70871539	70871551	Teleostei	exclusive
15	70931079	70931269	Protacanthopterygii	exclusive
15	70953252	70953378	Protacanthopterygii	exclusive
15	70953585	70953644	Teleostei	exclusive
15	70988243	70988256	Neopterygii	exclusive
15	70988287	70988364	Actinopteri	exclusive
15	70988387	70988404	Actinopteri	exclusive
15	70988929	70988969	Actinopteri	exclusive
15	70989114	70989404	Actinopteri	exclusive
15	70989403	70989506	Actinopteri	exclusive
15	71159151	71159165	Teleostei	exclusive
15	71159164	71159188	Teleostei	exclusive
15	71159187	71159222	Neopterygii	exclusive
15	71215992	71216016	Actinopteri	exclusive
15	71217466	71217498	Teleostei	exclusive
15	71217497	71217554	Teleostei	exclusive
15	71217657	71217677	Teleostei	exclusive
15	71258922	71258953	Actinopteri	exclusive
15	71258952	71258993	Actinopteri	exclusive
15	71881135	71881159	Teleostei	exclusive
15	71934246	71934273	Teleostei	exclusive
15	71934272	71934308	Teleostei	exclusive
15	71934307	71934363	Teleostei	exclusive
15	71938582	71938627	Teleostei	exclusive
15	72317412	72317438	Teleostei	exclusive
15	72317437	72317474	Teleostei	exclusive
15	72317491	72317508	Teleostei	exclusive
15	72445304	72445316	Clupeocephala	exclusive
15	78909160	78909310	Actinopteri	exclusive
15	78909100	78909161	Actinopteri	exclusive
15	79021131	79021195	Actinopteri	exclusive
15	79021061	79021078	Actinopteri	exclusive
15	79025156	79025175	Neopterygii	exclusive
15	79027264	79027346	Actinopteri	exclusive
15	79077899	79077932	Teleostei	exclusive
15	79077689	79077713	Actinopteri	exclusive
15	79092171	79092354	Actinopteri	exclusive
15	79092087	79092102	Actinopteri	exclusive
15	79092049	79092088	Actinopteri	exclusive
15	79092002	79092049	Actinopteri	exclusive
15	79091974	79091997	Actinopteri	exclusive
15	79091913	79091944	Actinopteri	exclusive
15	79091880	79091905	Neopterygii	exclusive
15	79091788	79091852	Actinopteri	exclusive
15	79091681	79091789	Actinopteri	exclusive
15	79091661	79091674	Actinopteri	exclusive
15	79091615	79091626	Actinopteri	exclusive
15	79098707	79098810	Actinopteri	exclusive
15	79098521	79098708	Actinopteri	exclusive
15	79098490	79098515	Actinopteri	exclusive
15	79098438	79098455	Actinopteri	exclusive
15	79115879	79115893	Neopterygii	exclusive
15	79115869	79115880	Neopterygii	exclusive
15	79115738	79115870	Actinopteri	exclusive
15	79115702	79115727	Actinopteri	exclusive
15	79115665	79115689	Actinopteri	exclusive
15	79116886	79116903	Actinopteri	exclusive
15	79116863	79116882	Neopterygii	exclusive
15	79265261	79265314	Euteleostomi	exclusive
15	79265211	79265262	Euteleostomi	exclusive
15	79265173	79265212	Euteleostomi	exclusive
15	79266857	79266946	Euteleostomi	exclusive
15	79266773	79266858	Euteleostomi	exclusive
15	79266722	79266774	Euteleostomi	exclusive
15	79266497	79266524	Teleostei	exclusive
15	79266448	79266461	Teleostei	exclusive
15	79398078	79398144	Euteleosteomorpha	exclusive
15	79704002	79704020	Teleostei	exclusive
15	79703926	79703949	Teleostei	exclusive
15	79703908	79703926	Teleostei	exclusive
15	79714980	79715089	Teleostei	exclusive
15	79756848	79756979	Euteleostomi	exclusive
15	80738972	80739023	Teleostei	exclusive
15	80738916	80738973	Teleostei	exclusive
15	90350547	90350618	Protacanthopterygii	exclusive
15	90350437	90350528	Protacanthopterygii	exclusive
15	99553856	99553877	Teleostei	exclusive
15	99553816	99553834	Teleostei	exclusive
15	99553639	99553680	Teleostei	exclusive
16	23619954	23619979	Euteleosteomorpha	exclusive
16	23619978	23620055	Euteleosteomorpha	exclusive
16	31088497	31088583	Protacanthopterygii	exclusive
16	41841226	41841267	Protacanthopterygii	exclusive
16	42301799	42301850	Teleostei	exclusive
16	44179904	44179977	Teleostei	exclusive
16	53399486	53399530	Euteleosteomorpha	exclusive
16	53696617	53696632	Teleostei	exclusive
16	54427835	54427846	Teleostei	exclusive
16	54427628	54427682	Teleostei	exclusive
16	54427543	54427554	Teleostei	exclusive
16	55346724	55346798	Neopterygii	exclusive
16	59809577	59809660	Protacanthopterygii	exclusive
